market_constraint,dayzer_constraint,pano_constraint,dayzer_score,dayzer_confidence,dayzer_status,dayzer_id,pano_score,pano_confidence,pano_status,pano_id,pano_latest,pano_stale,overall_score,overall_confidence,market_id
68 LASAL138 KV 15317 1 : ACTUAL,68 LASAL_138 KV_15317 1:ACTUAL,153 TAYL 138KV - 68 LASAL 138KV (68 LASAL 138 KV 15317 1) : BASE,100.0,high,matched,101254,100.0,high,matched,4384,2022-07-18,True,100.0,high,10000689323_10000680485
SALTVILL138 KV  SAL-TAZ1 : L765.BROADFORD-JACKSONSFERRY+B138.BROADFORD.RL3,SALTVILL_138 KV_SAL-TAZ1:L765.Broadford-JacksonsFerry + B138.Broadford.R,SALTVILL 138KV - TAZEWELL 138KV (SALTVILL 138 KV SAL-TAZ1) : L765.Broadford-JacksonsFerry + B138.Broadford.RL3,99.03,high,matched,551155,100.0,high,matched,1477,2025-07-31,True,99.03,high,10004237754_10018974594
EDELPHOS69 KV   EDE-NDE : ACTUAL,EDELPHOS_69 KV_EDE-NDE:ACTUAL,NDELPHOS 69KV - EDELPHOS 69KV (EDELPHOS 69 KV EDE-NDE) : BASE,100.0,high,matched,514073,100.0,high,matched,1705,2025-06-04,True,100.0,high,10017320457_10000680485
HARRISCS138 KV  HAR-OBE1 : ACTUAL,HARRISCS_138 KV_HAR-OBE1:ACTUAL,HARRISCS 138KV - OBETZ 138KV (HARRISCS 138 KV HAR-OBE1) : BASE,100.0,high,matched,520696,100.0,high,matched,5714,2020-08-25,True,100.0,high,10016051196_10000680485
ALTOONA 230 KV ALTOONA-RAYSTOWN ALT 2001 : ACTUAL,ALTOONA 230-RAYSTOWN,ALTOONA 230KV - RAYSTOWN 230KV (ALTOONA 230 KV ALT-RAY) : BASE,100.0,high,matched,500248,95.52,high,matched,4017,2022-12-14,True,95.52,high,10000565998_10000680485
CARNEGIE 138 KV CARNEGIE-TIDD 138 KV : ACTUAL,CARNEGIE_138 KV_CAR-TID:ACTUAL,CARNEGIE-TIDD 138 KV        A  138 KV : BASE,92.44,high,matched,512885,100.0,high,matched,13777,2014-07-15,True,92.44,high,10000579177_10000680485
GLENDON 115 KV GLENDON-HOSENSAC 914 : PORTLAND #3 230/115 KV TRANSFORMER,GLENDON_115 KV_GLE-HOS:Portland #3 230/115 kV Transformer,HOSENSME 115KV - GLENDON 115KV (GLENDON 115 KV GLE-HOS) : Portland #3 230/115 kV Transformer,85.56,medium,matched,28250065,84.31,medium,matched,3771,2023-04-13,True,84.31,medium,10000565923_10000809392
SWLIMA  138 KV  SWL-WMO1 : L138.ALLENIM-LOGTOWN,SWLIMA_138 KV_SWL-WMO1:L138.AllenIM-Logtown,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1) : L138.AllenIM-Logtown,100.0,high,matched,551736,100.0,high,matched,4449,2022-06-16,True,100.0,high,10004211978_10016662045
MARTINSC69 KV   MAR-NAZ2 : ACTUAL,MARTINSC_230 KV_MAR-POR:ACTUAL,MARTINSC69 KV   MAR-NAZ2 : BASE,86.32,medium,matched,519307,100.0,high,matched,5781,2020-07-20,True,86.32,medium,10016435921_10000680485
DECATUR JUNCTION - EAST MAIN STREET 138 KV L/O ADM NORTH - MT ZION 138 KV : ADM NORTH - MT ZION 138 KV,JUNCTION_138 KV_JUN-PAR:L138.OakPark-KelsoGap (Sctnlz),EAST : UNKNOWN,64.78,review,review,552098,74.03,low,matched,18513,2012-02-29,True,64.78,review,10017408451_10017408673
DARROW  138 KV  DAR-02T1 : ACTUAL,DARROW_138 KV_DAR-02T1:ACTUAL,DARROW 138KV - 02TEREX 138KV (DARROW 138 KV DAR-02T1) : BASE,100.0,high,matched,520416,100.0,high,matched,5773,2020-07-23,True,100.0,high,10015855246_10000680485
MTSTORM4_500KVMTS-PRU_1_LN : 500/35.MTSTORM.RSS2,MTSTORM4_500 KV_MTS-PRU:L500.502 Jct-Mt Storm (TRAIL),PRUNTYTO 500KV - MTSTORM4 500KV (MTSTORM4 500 KV MTS-PRU) : 500/35.MtStorm.RSS2,87.83,medium,matched,511425,93.63,high,matched,70,2026-04-24,False,87.83,medium,10019556782_10019577541
ARMSTRON 138 KV ARMSTRON-BURMA ARG-BM : L345.HANDSOMELAKE-WAYNE,ARMSTRON_138 KV_ARM-BUR:L345.HandsomeLake-Wayne,ARMSTRON 138KV - BURMA 138KV (ARMSTRON 138 KV ARM-BUR) : L345.HandsomeLake-Wayne,93.63,high,matched,531232,94.3,high,matched,4815,2021-12-09,True,93.63,high,10000566707_10002371058
EPALMERT_230KVEPA-HAR_1_LN : L500.HOPATCONG-LACKAWANNA.5063+LENOX-MACNEW,EPALMERT_230 KV_EPA-HAR:L500.Hopatcong-Lackawanna.5063,HARWOOD 230KV - EPALMERT 230KV (EPALMERT 230 KV EPA-HAR) : L500.Hopatcong-Lackawanna.5063,100.0,high,matched,535067,93.63,high,matched,655,2026-02-03,False,93.63,high,10019135477_10019220238
BRISTERS230 KV  2101A : L500.LOUDOUN-MORRISVILLE.569,BRISTERS_230 KV_2101A:L500.Loudoun-Morrisville.569,BRISTERS 230KV - NOKESVIL 230KV (BRISTERS 230 KV 2101A) : L500.Loudoun-Morrisville.569,100.0,high,matched,534416,100.0,high,matched,3301,2023-10-06,True,100.0,high,10015859317_10002236863
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1 : L500.BEDINGTON-DOUBS,BARTONVI_138 KV_BAR-STE:L500.Bedington-Doubs,BARTONVI138 KV  BAR-STE : L500.Bedington-Doubs,86.32,medium,matched,531233,86.32,medium,matched,12923,2015-02-13,True,86.32,medium,10000566718_10002232937
FIFTHAVE138 KV  FIF-HES1 : L138.ROBERTS-WESTCAMPUS,FIFTHAVE_138 KV_FIF-HES1:L138.Roberts-WestCampus,FIFTHAVE 138KV - HESS 138KV (FIFTHAVE 138 KV FIF-HES1) : L138.Roberts-WestCampus,100.0,high,matched,553779,100.0,high,matched,1932,2025-03-24,True,100.0,high,10018212805_10017920797
BED-BLA CONTINGENCY 50 : L500.BISMARK-MTSTORM,BEDINGTO_500 KV_BED-BLA:L500.MtStorm-Pruntytown.510,BED-BLA contingency 50 : L500.Bismark-MtStorm,79.78,low,matched,2353,100.0,high,matched,750,2026-01-08,False,79.78,low,10004074929_10004074916
AXTONAEP 765 KV AXTONAEP . 1 XFORMER : CLOVERDALE-JACKSONS FERRY 765KV,AXTONAEP_765 KV_. 1:Cloverdale-Jacksons Ferry 765kV,AXTONAEP 765KV - AXTONAEP 138KV (AXTONAEP 765 KV .  1) : Cloverdale-Jacksons Ferry 765kV,100.0,high,matched,28100284,100.0,high,matched,2138,2025-01-13,True,100.0,high,10000467257_10000681320
MCCARTER230 KV  MCC-STA : L500.HOPATCONG-ROSELAND.5061,MCCARTER_230 KV_MCC-STA:L500.Hopatcong-Roseland.5061,STANLEYT 230KV - MCCARTER 230KV (MCCARTER 230 KV MCC-STA) : L500.Hopatcong-Roseland.5061,100.0,high,matched,551435,100.0,high,matched,4706,2022-02-08,True,100.0,high,10004185858_10016660217
COLLEGEC 138 KV COLLEGEC-COLLINSV : L138.COLLEGECORNER-TRENTON-HUTCHING,COLLEGEC_138 KV_COL-COL6:L138.CollegeCorner-Trenton-Hutching,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6) : L138.CollegeCorner-Trenton-Hutching,89.17,medium,matched,550221,100.0,high,matched,5227,2021-04-04,True,89.17,medium,10000568636_10016030350
BIGPINET138 KV  BIG-KIS : L345.ASHTABULA-PERRY,BIGPINET_138 KV_BIG-KIS:L345.Ashtabula-Perry,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS) : L345.ErieWest-Ashtabula-Perry,100.0,high,matched,552092,100.0,high,matched,4933,2021-09-23,True,100.0,high,10003951045_10016893649
CHATFIEL138 KV  CHA-MEL : L345.SOUTHBERWICK-FOSTORIACENTRAL,CHATFIEL_138 KV_CHA-MEL:L345.SouthBerwick-FostoriaCentral,MELMORE 138KV - CHATFIEL 138KV (CHATFIEL 138 KV CHA-MEL) : L345.SouthBerwick-FostoriaCentral,100.0,high,matched,554042,100.0,high,matched,2059,2025-02-12,True,100.0,high,10018269560_10002425871
KEYSTONE 230 KV KEYSTONE-SHELOCTA KHC 2014 : L345.ASHTABULA-PERRY,KEYSTONE_230 KV_KEY-SHE:L345.Ashtabula-Perry,KEYSTONE-SHELOCTA KHC 2014  A  230 KV : L345.ErieWest-Ashtabula-Perry,86.32,medium,matched,552932,100.0,high,matched,14961,2013-12-01,True,86.32,medium,10000566135_10016893649
HUNTERST500 KV  1 BANK : ACTUAL,HUNTERST_500 KV_1 BANK:ACTUAL,HUNTERST 500KV - HUNTERST 230KV (HUNTERST 500 KV 1 BANK) : BASE,100.0,high,matched,520957,100.0,high,matched,2600,2024-07-17,True,100.0,high,10015851915_10000680485
APSOUTH CONTINGENCY 64 : L500.502JUNCTION-MTSTORM (TRAIL),APSOUTH:L500.Bismark-MtStorm,TRANSFER INTERFACE: APSOUTH : L500.502Junction-MtStorm (TRAIL),91.25,high,matched,5109407,88.53,medium,matched,715,2026-01-21,False,88.53,medium,10019160849_10016741641
BUTL APS 138 KV BUTL APS-CABOT BT-CAB-E : L500.CABOT-CRANBERRY,CABOT_138 KV_CAB-CAB:L500.Cabot-Cranberry,CABOT 138KV - BUTL APS 138KV (BUTL APS 138 KV BUT-CABE) : L500.Cabot-Cranberry,100.0,high,matched,532166,97.83,high,matched,6121,2020-01-28,True,97.83,high,10000566798_10002235948
MASTER-NPHILADE 220-44 B 230 KV : L230.PRINTZ-RIDLEY-MORTON-MACDADE.220-46,NPHILADE_230 KV_NPH-WAN:L230.Printz-Ridley-Morton-MacDade.220-46,NPHILADE 230KV - MASTER 230KV (MASTER 230 KV MAS-NPH) : L230.Printz-Ridley-Morton-MacDade.220-46,86.32,medium,matched,533139,90.0,high,matched,4938,2021-09-20,True,86.32,medium,10002892359_10002848658
HILLCRES138 KV  HIL-WAY2 : 345/138.ALLENIM.T1,HILLCRES_138 KV_HIL-WAY2:345/138.AllenIM.T1,WAYNEDAL 138KV - HILLCRES 138KV (HILLCRES 138 KV HIL-WAY2) : 345/138.AllenIM.T1,100.0,high,matched,552794,100.0,high,matched,3536,2023-07-05,True,100.0,high,10017147129_10017147130
EDGEWATE 138 KV EDGEWATE-LOYALHAN SH-LH : L500.SOUTHBEND-YUKON,LOYALHAN_138 KV_LOY-LUX:L500.Keystone-SouthBend.5001(513),EDGEWATE 138KV - LOYALHAN 138KV (EDGEWATE 138 KV EDG-LOY) : L500.SouthBend-Yukon,80.14,medium,matched,554031,92.78,high,matched,4343,2022-08-09,True,80.14,medium,10000566890_10002903386
MARDELA-VIENNA 6708-1 A 69 KV : 138/69.LORETTO.AT1&2,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE) : 138/69.Loretto.AT1&2,71.48,low,matched,201269,89.17,medium,matched,1383,2025-08-20,True,71.48,low,10002494913_10017923495
EDISON2 138 KV  EDI-GRA : 345/138.OLIVE.T2,EDISON2_138 KV_EDI-OLI1:L345.Cook-Olive,EDISON2 138 KV  EDI-GRA : 345/138.Olive.T2,81.08,medium,matched,534427,100.0,high,matched,5299,2021-03-03,True,81.08,medium,10016047640_10016645403
NORTHEAS_230KVNOR-RAP7_1_LN : L230.CONASTONE-NORTHWEST.2310,NORTHEAS_230 KV_NOR-RAP7:L230.Conastone-Northwest.2310,RAPHAERD 230KV - NORTHEAS 230KV (NORTHEAS 230 KV NOR-RAP7) : L230.Conastone-Northwest.2310,100.0,high,matched,554602,93.87,high,matched,338,2026-03-31,False,93.87,high,10019555374_10002377741
KENTN_LG_138KVKEN-SARD_1_LN : L345.SPURLOCK-NORTHCLARK,KENTN_LG_138 KV_KEN-SARD:L345.Spurlock-NorthClark,KENTN_LG 138KV - SARDINIA 138KV (KENTN_LG 138 KV KEN-SARD) : L345.Spurlock-NorthClark,100.0,high,matched,553617,93.87,high,matched,105,2026-04-23,False,93.87,high,10019675563_10002504603
SHERWOOD115 KV  91C : L500.CLOVERDALE-LEXINGTON.566,SHERWOOD_115 KV_91C:L500.Cloverdale-Lexington.566,TRANSCO 115KV - SHERWOOD 115KV (SHERWOOD 115 KV 91C) : L500.Cloverdale-Lexington.566,100.0,high,matched,552091,100.0,high,matched,3085,2023-12-20,True,100.0,high,10002862867_10002507251
ELDRED_T1_2302_XF : ACTUAL,ELDRED_230 KV_2:ACTUAL,ELDRED 230KV - ELDRED 69KV (ELDRED 230 KV 2) : BASE,79.69,low,matched,514152,79.57,low,matched,639,2026-02-06,False,79.57,low,10019158602_10000680485
JOHNSONM-OTTER B 138 KV : ACTUAL,JOHNSONM_138 KV_JOH-OTT1:Actual,OTTER 138KV - JOHNSONM 138KV (JOHNSONM 138 KV JOH-OTT1) : BASE,90.32,high,matched,519537,97.05,high,matched,1507,2025-07-24,True,90.32,high,10002871423_10000680485
FTSLOCUM69 KV   FTS-TAK7 : L500.BURCHESHILL-POSSUMPOINT.560,FTSLOCUM_69 KV_FTS-TAK7:L500.Burches Hill-Possum Point.560,TAKOMA 69KV - FTSLOCUM 69KV (FTSLOCUM 69 KV FTS-TAK7) : L500.BurchesHill-PossumPoint.560,93.64,high,matched,532108,100.0,high,matched,5033,2021-07-15,True,93.64,high,10002924631_10004183605
NPROCTO2138 KV  NPR-SPO1 : L765.BAKER-HANGINGROCK,NPROCTO2_138 KV_NPR-SPO1:L765.Baker-HangingRock,NPROCTO2 138KV - SPOINT 138KV (NPROCTO2 138 KV NPR-SPO1) : L765.Baker-HangingRock,96.02,high,matched,534783,88.39,medium,matched,4470,2022-06-14,True,88.39,medium,10015880992_10003950418
BECO-PARAGNPK 2207A         A  230 KV : L230.PARAGONPARK-BEAUMEADE.2206,BECO_230 KV_BEC-PARA:L230.ParagonPark-Beaumeade.2206,BECO 230KV - PARAGNPK 230KV (BECO 230 KV BEC-PARA) : L230.ParagonPark-Beaumeade.2206,81.13,medium,matched,552840,89.17,medium,matched,3521,2023-07-12,True,81.13,medium,10017146945_10017147131
HUNTERST230 KV  TR2 : L500.HUNTERSTOWN-CONASTONE.5013,HUNTERST_230 KV_TR2:L500.Hunterstown-Conastone.5013,HUNTERST 230KV - HUNTERST 115KV (HUNTERST 230 KV TR2) : L500.Hunterstown-Conastone.5013,100.0,high,matched,534495,100.0,high,matched,3468,2023-08-17,True,100.0,high,10015851703_10002561209
1 LASALL 138 KV 1 LASALLE C 38TR81 CT : ACTUAL,1 LASALL_138 KV_112:ACTUAL,1 LASALL 1KV - 1 LASALL 138KV (1 LASALL 138 KV TR81CT-S) : BASE,92.35,high,matched,512466,85.0,medium,matched,1452,2025-08-08,True,85.0,medium,10000466702_10000680485
GREENFOE 138 KV GREENFOE-NASA : 345/138.BEAVER.T2,GREENFOE_138 KV_GRE-NAS1:345/138.Beaver.T2,GREENFOE 138KV - NASA 138KV (GREENFOE 138 KV GRE-NAS1) : 345/138.Beaver.T2,91.14,high,matched,553934,100.0,high,matched,2310,2024-10-31,True,91.14,high,10000572140_10018261956
REDLION_T4_50051_XF : 500/230.KEENEY.AT50,REDLION_500 KV_51:500/230.Keeney.AT50,REDLION 500KV - REDLION 230KV (REDLION 500 KV 51) : 500/230.Keeney.AT50,85.56,medium,matched,534037,80.5,medium,matched,528,2026-02-25,False,80.5,medium,10019292334_10002235581
MITCHELL 138 KV MITCHELL-SHEPLJCT MI-SLJ : L138.CHARLEROI-YUKON,MITCHELL_138 KV_MIT-SHE:L138.Charleroi-Yukon,SHEPLJCT 138KV - MITCHELL 138KV (MITCHELL 138 KV MIT-SHE) : L138.Charleroi-Yukon,87.96,medium,matched,550780,94.84,high,matched,5690,2020-09-02,True,87.96,medium,10000567069_10016244308
AMOS 765 KV AMOS 6 XFORMER : L765.CULLODEN-WYOMING,AMOS_765 KV_6:L765.Culloden-Wyoming,AMOS     6        XFORMER   H  765 KV : L765.Culloden-Wyoming,100.0,high,matched,531931,100.0,high,matched,12516,2015-05-06,True,100.0,high,10000467244_10002551538
HOPEWEL4230 KV  228A : L230.HOPEWELL-PRGEORGE.2124 + 230/115.PRGEORGE.T1,HOPEWEL4_230 KV_228A:L230.Hopewell-PrGeorge.2124 + 230/115.PrGeorge.T1,HOPEWEL4 230KV - CHESTER4 230KV (HOPEWEL4 230 KV 228A) : L230.Hopewell-PrGeorge.2124 + 230/115.PrGeorge.T1,95.24,high,matched,551610,89.6,medium,matched,3226,2023-10-28,True,89.6,medium,10015882116_10016969970
POLANDRD230 KV  2183A : L500.PLEASANTVIEW-GOOSECREEK.595,POLANDRD_230 KV_2183A:L500.PleasantView-GooseCreek.595,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A) : L500.PleasantView-GooseCreek.595,100.0,high,matched,551121,100.0,high,matched,5163,2021-05-05,True,100.0,high,10016680009_10003948967
DUMFRIES_230KV2022B_1_LN : L500.MIDLOTHIAN-NORTHANNA.576,DUMFRIES 230-POSSUMP4 230,DUMFRIES 230KV - LAKRIDGE 230KV (DUMFRIES 230 KV 2022B) : L500.Midlothian-NorthAnna.576,49.39,review,unmatched,500015,93.09,high,matched,113,2026-04-22,False,49.39,review,10019675551_10014030694
BERWICK 69 KV BERWICK-KOONSVIL : L230.HARWOOD-SUSQUEHANNA.1 + 230/69.HARWOOD.T5,KOONSVIL_69 KV_XFMR2:ACTUAL,BERWICK-KOONSVIL            A  69 KV : L230.Harwood-Susquehanna.1 + 230/69.Harwood.T5,58.78,review,review,520156,100.0,high,matched,6419,2019-09-26,True,58.78,review,10000565443_10004212278
ALLLUD4J 138 KV ALLLUD4J-ALLDAM6 ALJ-ALL : L500.SOUTHBEND-YUKON,ALLLUD4J_138 KV_ALJ-ALL:L500.SouthBend-Yukon,ALLDAM6 138KV - ALLLUD4J 138KV (ALLLUD4J 138 KV ALJ-ALL) : L500.SouthBend-Yukon,100.0,high,matched,552596,100.0,high,matched,1368,2025-08-25,True,100.0,high,10002494587_10002903386
110 DEVO-11415 11415 2 B 138 KV : ACTUAL,110 DEVO_138 KV_11415 2:ACTUAL,110 DEVO 138KV - 11415 138KV (110 DEVO 138 KV 11415 2) : BASE,100.0,high,matched,512901,100.0,high,matched,3548,2023-06-29,True,100.0,high,10002911918_10000680485
PLEASNTV 203T274      CB       230 KV : L230.EVERGREENMILLS-BRABLETON.2172,PLEASNTV_230 KV_274D:L230.EvergreenMills-Brableton.2172,PLEASNTV 500KV - PLEASNTV 230KV (PLEASNTV 500 KV TX3) : L230.EvergreenMills-Brableton.2172,90.71,high,matched,551205,86.32,medium,matched,3739,2023-04-22,True,86.32,medium,10017113848_10016763495
0901_09013809013_1_LN : ACTUAL,901_138 KV_0901 2:ACTUAL,0901_09013809013_1_LN : BASE,76.05,low,matched,512463,100.0,high,matched,447,2026-03-13,False,76.05,low,10019393747_10000680485
MIAMIFOR_138KVMIA-08W1_1_LN : ACTUAL,MIAMIFOR_138 KV_MIA-08W1:ACTUAL,MIAMIFOR 138KV - WILLEY 138KV (MIAMIFOR 138 KV MIA-08W1) : BASE,100.0,high,matched,519172,93.87,high,matched,989,2025-11-10,True,93.87,high,10019003830_10000680485
TRENTON2138 KV  TRE-COL1 : 345/138.GREENE.BK-N,TRENTON2_138 KV_TRE-COL1:345/138.Greene.BK-N,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1) : 345/138.Greene.BK-N,96.02,high,matched,553940,88.79,medium,matched,2257,2024-11-21,True,88.79,medium,10015743081_10016247292
KEENEY  138 KV  13822 : L230.HARMONY-KEENEY.23013,KEENEY_138 KV_13822:L230.Harmony-Keeney.23013,KEENEY 13822 SER DEV        B  138 KV : L230.Harmony-Keeney.23013,100.0,high,matched,552892,100.0,high,matched,3634,2023-05-31,True,100.0,high,10017166505_10016921147
YUKON 500 KV YUKON TRAN 3 XFORMER : 500/138.YUKON.T1 (SCTNLZ),YUKON_500 KV_TRAN 7:500/138.Yukon.TR5,YUKON   500 KV  TRAN  3 : 500/138.Yukon.T1 (Sctnlz),91.91,high,matched,551262,100.0,high,matched,5438,2020-12-16,True,91.91,high,10000466699_10016242265
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER : L345.UNIVERSITYPARKNORTH-OLIVE.97008,66 E FRN_345 KV_TR83CT-P:L345.University Park North-Olive.97008,66 E FRN 345KV - 66 E FRN 1KV (66 E FRN 345 KV TR83CT-P) : L345.UniversityParkNorth-Olive.97008,90.54,high,matched,531859,100.0,high,matched,4557,2022-04-29,True,90.54,high,10000467063_10016974503
EASTVILL_69KVEAS-KEN_1_LN : ACTUAL,EASTVILL_69 KV_EAS-KEN:ACTUAL,KENDLGRV 69KV - EASTVILL 69KV (EASTVILL 69 KV EAS-KEN) : BASE,100.0,high,matched,520977,93.37,high,matched,366,2026-03-25,False,93.37,high,10019094846_10000680485
LONGCREE138 KV  LON-MEAD : L500.BEDINGTON-BLACKOAK,LONGCREE_138 KV_LON-MEAD:L500.Bedington-BlackOak,MEADOWBR 138KV - LONGCREE 138KV (LONGCREE 138 KV LON-MEAD) : L500.Bedington-BlackOak,100.0,high,matched,553983,100.0,high,matched,2150,2025-01-07,True,100.0,high,10018467334_10003917994
SHAWVILL115 KV  BNK 1A-S : L230.EASTTOWANDA-CANYON-NMESHOPPEN,SHAWVILL_115 KV_BNK 1A-S:L230.EastTowanda-Canyon-NMeshoppen,SHAWVILL 1KV - SHAWVILL 115KV (SHAWVILL 115 KV BNK 1A-S) : L230.EastTowanda-Canyon-NMeshoppen,100.0,high,matched,552636,100.0,high,matched,3685,2023-05-11,True,100.0,high,10004177767_10016895785
185 TOLL 345 KV 185 TOLLWAY 45TR83 CT : L345.111ELECTRIC JCT-144WAYNE.11126,185 TOLL_345 KV_TR83CT-P:L345.111Electric Jct-144Wayne.11126,185 TOLL 345KV - 185 TOLL 1KV (185 TOLL 345 KV TR83CT-P) : L345.111Electric Jct-144Wayne.11126,85.18,medium,matched,534059,83.47,medium,matched,2972,2024-02-29,True,83.47,medium,10000466976_10002423750
CURRYVIL115 KV  CUR-SAX : L115.HUNTERSTOWN-TEXASEASTERN-GARDNERS.991,CURRYVIL_115 KV_CUR-SAX:Hunterstown-TexasEastern-Gardners (991)+Mnt CT1,CURRYVIL 115KV - SAXTON 115KV (CURRYVIL 115 KV CUR-SAX) : L115.Hunterstown-TexasEastern-Gardners.991,97.78,high,matched,554390,100.0,high,matched,87,2026-04-24,False,97.78,high,10004209208_10017418925
PHILIPSB_115KVPHI-SHA_1_LN : ACTUAL,PHILIPSB_115 KV_PHI-SHA:ACTUAL,SHAWVILL 115KV - PHILIPSB 115KV (PHILIPSB 115 KV PHI-SHA) : BASE,100.0,high,matched,512441,93.63,high,matched,1078,2025-10-20,True,93.63,high,10018987764_10000680485
BURMA 115 KV BURMA-PINEY BA : L345.ERIEWEST-ASHTABULA-PERRY,BURMA_115 KV_BUR-PIN:L345.Ashtabula-Perry,BURMA-PINEY BA              B  115 KV : L345.ErieWest-Ashtabula-Perry,92.07,high,matched,551498,100.0,high,matched,14141,2014-05-14,True,92.07,high,10000566795_10001843747
HIGHRIDG230 KV  HIG-SAN1 : L230.CONASTONE-NORTHWEST.2310,HIGHRIDG_230 KV_HIG-SAN1:L230.Conastone-Northwest.2310,SANDYSPG 230KV - HIGHRIDG 230KV (HIGHRIDG 230 KV HIG-SAN1) : L230.Conastone-Northwest.2310,100.0,high,matched,532409,100.0,high,matched,4474,2022-06-09,True,100.0,high,10003948965_10002377741
CHARLERO 138 KV CHARLERO-DRYRUN MI-CH-1 : L500.CABOT-CRANBERRY,CHARLERO_138 KV_CHA-DRY:L500.Cabot-Cranberry,CHARLERO 138KV - DRYRUN 138KV (CHARLERO 138 KV CHA-DRY) : L500.Cabot-Cranberry,88.96,medium,matched,550243,91.33,high,matched,3716,2023-05-01,True,88.96,medium,10000566826_10002235948
HOYTDAL2 138 KV HOYTDAL2-MAPLEOE : L345.HOYTDALE-MANSFIELD,HOYTDAL2_138 KV_HOY-MAP1:L345.Hoytdale-Mansfield,HOYTDAL2 138KV - MAPLEOE 138KV (HOYTDAL2 138 KV HOY-MAP1) : L345.Hoytdale-Mansfield,87.55,medium,matched,551238,100.0,high,matched,2586,2024-07-30,True,87.55,medium,10000572183_10002488415
HARMONY 230 KV HARMONY-KEENEY 23013 : L500.PEACHBOTTOM.BUSTIE.2,HARMONY_230 KV_HAR-KEE3:L500.PeachBottom.BusTie.2,KEENEY 230KV - HARMONY 230KV (HARMONY 230 KV HAR-KEE3) : L500.PeachBottom.BusTie.2,84.4,medium,matched,553033,91.88,high,matched,3248,2023-10-24,True,84.4,medium,10000566572_10017194644
LEOLA   138 KV  LEO-SAK2 : ACTUAL,LEOLA_138 KV_LEO-SAK2:ACTUAL,SAKRON 138KV - LEOLA 138KV (LEOLA 138 KV LEO-SAK2) : BASE,100.0,high,matched,514085,100.0,high,matched,1838,2025-04-27,True,100.0,high,10018679494_10000680485
ETNFERDP115 KV  EAT-KERR : ACTUAL,EASTONTP_69 KV_EAT-EMU:ACTUAL,ETNFERDP115 KV  EAT-KERR : BASE,74.57,low,matched,520614,100.0,high,matched,5504,2020-11-10,True,74.57,low,10016474717_10000680485
CASHCNDP230 KV  2135A : L500.MIDLOTHIAN-NORTHANNA.576,CASHCNDP_230 KV_2135A:L500.Midlothian-NorthAnna.576,GORDONSV 230KV - CASHCNDP 230KV (CASHCNDP 230 KV 2135A) : L500.Midlothian-NorthAnna.576,100.0,high,matched,551143,100.0,high,matched,5122,2021-05-27,True,100.0,high,10004063145_10014030694
OTTER 138 KV OTTER-ALTAVIST : L138.REDEYE-CANDLERS-OPOSSUMCREEK,OTTER_138 KV_OTT-ALT1:L138.Redeye-Candlers-OpossumCreek,OTTER-ALTAVIST              A  138 KV : L138.Smith Mtn-Candlers-Opossum Creek,87.62,medium,matched,553906,87.0,medium,matched,13148,2014-12-04,True,87.0,medium,10000579140_10016817344
81 TOULON - 3 POWERTON 138 KV : ACTUAL,Dune Acres-Michigan Cty 1 138 kV Dumont-Wilton Center 765kV + Powerton 5 + Joliet 7,81 TOULO 138KV - 3 POWERT 138KV (81 TOULO 138 KV 0321X) : BASE,81.43,medium,matched,3000004,89.74,medium,matched,2267,2024-11-16,True,81.43,medium,10016737226_10000680485
CHURCH 69 KV CHURCH-NEWMERED 6704-1 : L230.CARTANZA-REDLION.23032,CHURCH_69 KV_CHU-NME:L230.Cartanza-SilverRun.23032,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME) : L230.Cartanza-RedLion.23032,77.66,low,matched,552253,90.71,high,matched,6066,2020-03-19,True,77.66,low,10000566501_10001982748
CHURCH 69 KV CHURCH-NEWMERED 6704-1 : L230.COOLSPRINGS-MILFORD.23069,CHURCH_69 KV_CHU-NME:L230.CoolSprings-Milford.23069,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME) : L230.CoolSprings-Milford.23069,83.75,medium,matched,533217,90.71,high,matched,5490,2020-11-20,True,83.75,medium,10000566501_10002556767
BEECHROA138 KV  BEE-TWI1 : ACTUAL,BEECHROA_138 KV_BEE-TWI1:ACTUAL,TWINBRAN 138KV - BEECHROA 138KV (BEECHROA 138 KV BEE-TWI1) : BASE,100.0,high,matched,520705,100.0,high,matched,4478,2022-06-08,True,100.0,high,10016465880_10000680485
CECI APS138 KV  CEC-HOU : ACTUAL,CECI APS_138 KV_CEC-HOU:ACTUAL,CECI APS 138KV - HOUSTON 138KV (CECI APS 138 KV CEC-HOU) : BASE,100.0,high,matched,520863,100.0,high,matched,2825,2024-05-02,True,100.0,high,10017148054_10000680485
