market_constraint,dayzer_constraint,pano_constraint,dayzer_score,dayzer_confidence,dayzer_status,dayzer_id,pano_score,pano_confidence,pano_status,pano_id,pano_latest,pano_stale,overall_score,overall_confidence,market_id
CUSHAW 115 KV CUSHAW -BALCFALL 28A : ACTUAL,CUSHAW_115 KV_28A:ACTUAL,BALCFALL 115KV - CUSHAW 115KV (CUSHAW 115 KV 28A) : BASE,100.0,high,matched,101467,100.0,high,matched,3517,2023-07-12,True,100.0,high,10000570651_10000680485
CUMB PL 230 KV CUMB PL-JUNIATA 2235 : L500.CONASTONE-PEACHBOTTOM.5012,CUMB PL_230 KV_CUM-JUN:L500.Conastone-PeachBottom.5012,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN) : L500.Conastone-PeachBottom.5012,85.56,medium,matched,550944,93.37,high,matched,3935,2022-12-29,True,85.56,medium,10000565483_10002493264
BUTLER  69 KV   BUT-SHE : L69.SHERMAN-VINELAND.0761,BUTLER_69 KV_BUT-SHE:L69.Sherman-Vineland.0761,SHERMAN 69KV - BUTLER 69KV (BUTLER 69 KV BUT-SHE) : L69.Sherman-Vineland.0761,100.0,high,matched,534380,100.0,high,matched,228,2026-04-16,False,100.0,high,10002904827_10015743261
NEWCARLI138 KV  NEW-PLE : ACTUAL,NEWCARLI_138 KV_NEW-PLE:ACTUAL,NEWCARLI 138KV - PLETCHER 138KV (NEWCARLI 138 KV NEW-PLE) : BASE,100.0,high,matched,520677,100.0,high,matched,4380,2022-07-22,True,100.0,high,10015858897_10000680485
LENOX 115 KV LENOX-NMESHOPP NML 1090 : L500.HOPATCONG-LACKAWANNA.5063,LENOX_115 KV_LEN-NME:L500.Hopatcong-Lackawanna.5063,NMESHOPP 115KV - LENOX 115KV (LENOX 115 KV LEN-NME) : L500.Hopatcong-Lackawanna.5063,83.75,medium,matched,551077,90.08,high,matched,960,2025-11-14,True,83.75,medium,10000566138_10004212818
CEDARSUB230 KV CED-WILF : L230.CEDARGROVE-CEDARSUB-ROSELAND.Y-2277,CEDARSUB_230 KV_CED-WILF:L230.CedarGrove-CedarSub-Roseland.Y-2277,WILLIAM1 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-WILF) : L230.CedarGrove-CedarSub-Roseland.Y-2277,100.0,high,matched,529992,100.0,high,matched,521,2026-02-25,False,100.0,high,10002484779_10002423651
GRABILL 138 KV GRABILL-ROBISONP : L138.AUBURN-VARNER,GRABILL_138 KV_GRA-ROB1:L138.Auburn-Varner,ROBISONP 138KV - GRABILL 138KV (GRABILL 138 KV GRA-ROB1) : L138.Auburn-Varner,85.87,medium,matched,552796,100.0,high,matched,1929,2025-03-24,True,85.87,medium,10000568987_10017147555
MOUN UGI 230 KV MOUN UGI 3 XFORMER : ACTUAL,MOUN UGI_230 KV_3:ACTUAL,MOUN UGI 230KV - MOUN UGI 69KV (MOUN UGI 230 KV 3) : BASE,100.0,high,matched,512271,100.0,high,matched,1011,2025-11-06,True,100.0,high,10000465753_10000680485
CEDARSUB230 KV CED-WILF : L500.HOPATCONG-RAMAPO.5018,CEDARSUB_230 KV_CED-WILF:L500.Hopatcong-Ramapo.5018,WILLIAM1 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-WILF) : L500.Hopatcong-Ramapo.5018,100.0,high,matched,533351,100.0,high,matched,3363,2023-09-22,True,100.0,high,10002484779_10002547750
HOPECREE230 KV  HOP-SIL : L500.HOPECREEK-REDLION.5015,HOPECREE_230 KV_HOP-SIL:L500.HopeCreek-RedLion.5015,HOPECREE 230KV - SILVERUN 230KV (HOPECREE 230 KV HOP-SIL) : L500.HopeCreek-RedLion.5015,100.0,high,matched,551242,100.0,high,matched,404,2026-03-19,False,100.0,high,10016479158_10002266795
MERIDIAN345 KV  MER-TWI1 : L765.DUMONT-SORENSON,MERIDIAN_345 KV_MER-TWI1:L765.Dumont-Sorenson,TWINBRAN 345KV - MERIDIAN 345KV (MERIDIAN 345 KV MER-TWI1) : L765.Dumont-Sorenson,100.0,high,matched,535180,100.0,high,matched,990,2025-11-09,True,100.0,high,10016012721_10004262298
BIGPINET138 KV  BIG-KIS : L138.KITTANNING-ALLDAM6,BIGPINET_138 KV_BIG-KIS:L138.Kittanning-AllDam6 + Seneca 1,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS) : L138.Kittanning-AllDam6 + Seneca 2,100.0,high,matched,553265,100.0,high,matched,3159,2023-11-25,True,100.0,high,10003951045_10002904283
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT : ACTUAL,BUTL APS_138 KV_BUT-KAR:ACTUAL,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR) : BASE,88.96,medium,matched,512699,95.81,high,matched,37,2026-04-27,False,88.96,medium,10000566797_10000680485
LOGTOWN 138 KV  LOG-NDEL : L765.MARYSVILLE-SORENSON,LOGTOWN_138 KV_LOG-NDEL:L765.Marysville-Sorenson,LOGTOWN 138KV - NDELPHOS 138KV (LOGTOWN 138 KV LOG-NDEL) : L765.Marysville-Sorenson,100.0,high,matched,533033,100.0,high,matched,5744,2020-08-03,True,100.0,high,10004073341_10002868109
KRENDALE 138 KV KRENDALE-SHANORMA KND-BT : L500.CABOT-CRANBERRY,KRENDALE_138 KV_KRE-SHA:L500.Cabot-Cranberry,SHANORMA 138KV - KRENDALE 138KV (KRENDALE 138 KV KRE-SHA) : L500.Cabot-Cranberry,86.32,medium,matched,530663,91.73,high,matched,3459,2023-08-23,True,86.32,medium,10000567030_10002235948
EWATERVT138 KV  EAS-WES : ACTUAL,EWATERVT_138 KV_EAS-WES:ACTUAL,WESTSTRE 138KV - EWATERVT 138KV (EWATERVT 138 KV EAS-WES) : BASE,100.0,high,matched,520210,100.0,high,matched,4240,2022-09-21,True,100.0,high,10004212881_10000680485
LACKAWAN-OXBOW ETP 2004 A 230 KV : ACTUAL,LACKAWAN_230 KV_2:ACTUAL,LACKAWAN 230KV - LACKAWAN 69KV (LACKAWAN 230 KV 2) : BASE,95.94,high,matched,520890,90.71,high,matched,3312,2023-10-05,True,90.71,high,10003951029_10000680485
BAGLEY  230 KV  BAG-RAP5 : L500.BRIGHTON-CONASTONE.5011,BAGLEY_230 KV_BAG-RAP5:L500.Brighton-Conastone.5011,BAGLEY 230KV - RAPHAERD 230KV (BAGLEY 230 KV BAG-RAP5) : L500.Brighton-Conastone.5011,100.0,high,matched,550578,100.0,high,matched,5190,2021-04-23,True,100.0,high,10004183139_10016032646
REMNTNCT230 KV  299A : L230.REMINGTON-REMINGTONCT.2077,REMNTNCT_230 KV_299A:L230.Remington-RemingtonCT.2077,MARSHRUN 230KV - REMNTNCT 230KV (REMNTNCT 230 KV 299A) : L230.Remington-RemingtonCT.2077,100.0,high,matched,551163,100.0,high,matched,20,2026-04-28,False,100.0,high,10002877927_10016738180
JORDAN - WFRANKFORT E 138KV L/O JORDAN - MASSAC 345KV : JORDAN- MASSAC 345KV,E W FKF3_138 KV_EWF-JORD:Jordan- Massac 345kV,JORD 138KV - E W FKF3 138KV (E W FKF3 138 KV EWF-JORD) : Jordan- Massac 345kV,69.0,review,review,554002,69.0,review,review,1336,2025-09-04,True,69.0,review,10018408177_10018408689
COLLEGEC 138 KV COLLEGEC-COLLINSV : L765.MARYSVILLE-SORENSON,COLLEGEC_138 KV_COL-RIC1:L765.Marysville-Sorenson,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6) : L765.Marysville-Sorenson,89.17,medium,matched,552113,100.0,high,matched,3314,2023-10-05,True,89.17,medium,10000568636_10002868109
HARWOOD 230 KV HARWOOD -SUSQUEHA HAR-SUS2 : L230.HARWOOD-SUSQUEHANNA.1,HARWOOD_230 KV_HAR-SUS2:L230.Harwood-Susquehanna.1,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS2) : L230.Harwood-Susquehanna.1 + 230/69.Harwood.T5,100.0,high,matched,550985,100.0,high,matched,6260,2019-11-21,True,100.0,high,10000565540_10016638753
MAYWOOD 230 KV MAYWOOD-SADDLEBR G-2259 : ACTUAL,MAYWOOD_230 KV_T1:ACTUAL,MAYWOOD 230 KV  T4 : BASE,93.71,high,matched,514035,93.71,high,matched,8021,2018-02-20,True,93.71,high,10000565081_10000680485
MARDELA-VIENNA 6708-1 A 69 KV : 230/138.PINEYGROVE.AT20,MARDELA_69 KV_MAR-VIE:230/138.PineyGrove.AT20,MARDELA-VIENNA 6708-1      B  69 KV : 230/138.PineyGrove.AT20+L230.PinyGrve-IndinR.23002,84.71,medium,matched,552014,97.76,high,matched,11106,2016-03-25,True,84.71,medium,10002494913_10001982084
KOKOMO - TIPTON W. 230KV L/O NUCOR - CAYUGA 345KV : NUCOR-CAYUGA 345 KV,NUCOR_345 KV_NUC-WHI1:Dresser-SugarCreek 345 kV,KOKOMOPS 230KV - TIPTON W 230KV (KOKOMOPS 230 KV KOK-TIP) : Nucor-Cayuga 345 kV,66.36,review,review,551409,76.6,low,matched,245,2026-04-14,False,66.36,review,10017145374_10003089806
GREYSPT 115 KV  GRE-HARM : L230.FREDERICKSBURG-BIRCHWOOD.2083,GREYSPT_115 KV_GRE-HARM:L230.Fredericksburg-Birchwood.2083,HARMONYV 115KV - GREYSPT 115KV (GREYSPT 115 KV GRE-HARM) : L230.Fredericksburg-Birchwood.2083,100.0,high,matched,551380,100.0,high,matched,3918,2023-01-11,True,100.0,high,10016776077_10002670034
MAROA -E GOOSECREEK 345 KV L/O WILTON CENTER-DUMONT 765 KV FG : L765.DUMONT-WILTONCENTER.11215,CENTER_115 KV_CEN-WES2:L115.Orchards-Westport.110586,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV : L765.Dumont-WiltonCenter.11215,51.98,review,review,533055,100.0,high,matched,3863,2023-02-15,True,51.98,review,10004293112_10004059893
BRUNNERI 230 KV BRUNNERI-YORKANA 1055 : L500.CONASTONE-PEACHBOTTOM.5012,BRUNNERI_230 KV_BRU-YOR:L500.Conastone-PeachBottom.5012,BRUNNERI-YORKANA 1055       A  230 KV : L500.Conastone-Peach Bottom.5012,86.32,medium,matched,500223,93.89,high,matched,15750,2013-06-12,True,86.32,medium,10000565451_10002493264
PARADISE-BR TAP 161KV L/O WILSON BR UNIT 1 : WILSON UNIT 1,BR_TAP_161 KV_BRT-PAR:Wilson Unit 1,PARADIS 161KV - BR_TAP 161KV (BR_TAP 161 KV BRT-PAR) : Wilson Unit 1,84.71,medium,matched,534017,78.33,low,matched,2411,2024-09-20,True,78.33,low,10004211984_10004211985
RISING BONDVILL 138 KV L/O RISING SIDNEY 345 KV : L345.RISING-SIDNEY,RISING_138 KV_1642:Sidney-Rising 345 kV,RISING 345KV - RISING 138KV (RISING 345 KV 45TR1) : L345.Rising-Sidney,85.83,medium,matched,551666,90.25,high,matched,7209,2018-11-22,True,85.83,medium,10016937822_10004181698
MOHOMET - CHAMPTP 138 KV L/O CLINTON-OREANA-GOOSECRK 345 KV : L345.OREANA-MAROA-CLINTON-GOOSECREEK,GOOSECRK_345 KV_GOO-MAR:L345.Brokaw-Clinton,Brokaw-N Leroy 138 kV l/o Clinton-Oreana-GooseCrk 345 kV : Clinton-Oreana-GooseCrk 345 kV,78.41,low,matched,534375,79.74,low,matched,10649,2016-07-17,True,78.41,low,10016743781_10016013460
TRENTON2138 KV  TRE-COL1 : ACTUAL,TRENTON2_138 KV_TRE-COL1:ACTUAL,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1) : BASE,96.02,high,matched,520398,88.79,medium,matched,335,2026-03-31,False,88.79,medium,10015743081_10000680485
BAGLEY  230 KV  BAG-GRAC : L500.BRIGHTON-CONASTONE.5011,BAGLEY_230 KV_BAG-GRAC:L500.Brighton-Conastone,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC) : L500.Brighton-Conastone,100.0,high,matched,533134,100.0,high,matched,6493,2019-09-11,True,100.0,high,10004181793_10016032646
EASTON-EMUNI 6772 A 69 KV : ACTUAL,EASTON 69-EASTON 138,EASTON 69KV - EMUNI 69KV (EASTON 69 KV EAS-EMU) : BASE,88.18,medium,matched,201981,89.42,medium,matched,1920,2025-03-27,True,88.18,medium,10002905981_10000680485
16901   138 KV  16901 Z1 : ACTUAL,16901_138 KV_16901 Z1:ACTUAL,979 MEND 138KV - 16901 138KV (16901 138 KV 16901 Z1) : BASE,100.0,high,matched,520899,100.0,high,matched,965,2025-11-13,True,100.0,high,10017177169_10000680485
BRAMBLET230 KV  BRA-EVRG : L230.BRAMBLETON-POLANDROAD.2183,BRAMBLET_230 KV_BRA-EVRG:L230.Brambleton-PolandRoad.2183,BRAMBLET 230KV - EVRGREEN 230KV (BRAMBLET 230 KV BRA-EVRG) : L230.Brambleton-PolandRoad.2183,100.0,high,matched,551137,100.0,high,matched,3736,2023-04-25,True,100.0,high,10016688435_10016006398
74 KEWAN B1Z5 DIS              138 KV : L138.CORBIN-CRESCENTRIDGE.98105,74 KEWAN_138 KV_BTIE Z1:L138.Corbin-CrescentRidge.98105,74 KEWAN B1Z5 DIS              138 KV : L138.Corbin-CrescentRidge.98105,86.32,medium,matched,553419,100.0,high,matched,22,2026-04-28,False,86.32,medium,10017402589_10017305783
HANOVER 69 KV   HAN-PAR : ACTUAL,HANOVER_69 KV_HAN-PAR:ACTUAL,HANOVER 69KV - PARRISPL 69KV (HANOVER 69 KV HAN-PAR) : BASE,100.0,high,matched,519977,100.0,high,matched,38,2026-04-27,False,100.0,high,10002923425_10000680485
GRACETON 230 KV GRACETON-SAFEHARB 2303 : 500/230.CONASTONE.500-4,GRACETON_230 KV_GRA-MANO:TEMP DBL Peach Bot - Conastone 500 and 500/230.Conastone.500-4,GRACETON-SAFEHARB 2303      A  230 KV : Otter Creek-Conastone 230 kV line,85.0,medium,matched,553581,93.44,high,matched,14278,2014-04-21,True,85.0,medium,10000565711_10002236485
DESOTO  138 KV  DES-SEL : L765.MARYSVILLE-SORENSON,DESOTO_138 KV_DES-SEL:L765.Marysville-Sorenson,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL) : L765.Marysville-Sorenson,100.0,high,matched,550575,100.0,high,matched,1964,2025-03-15,True,100.0,high,10016242176_10002868109
VIENNA 230 KV VIENNA AT20 TRANSFORMER : L230.INDIANRIVER-MILFORD.23034,VIENNA_230 KV_AT20:L230.IndianRiver-Milford.23034,VIENNA 230KV - VIENNA 138KV (VIENNA 230 KV AT20) : L230.IndianRiver-Milford.23034,100.0,high,matched,534589,100.0,high,matched,4041,2022-12-07,True,100.0,high,10000466579_10002854308
TURKEY HILL-MASCOUTA 138 KV L/O PRAIRIE STATE-MT VERNON 345 KV : PRAIRIE STATE-W MT. VERNON 345,7 STATE_138 KV_702:138L0708 State Line-0708-Calumet-Harbor 138 kV,Turkey Hill-Mascouta 138 kV l/o Prairie State-Mt Vernon 345 kV : Prairie State-W Mt. Vernon 345,67.0,review,review,521965,100.0,high,matched,3803,2023-03-23,True,67.0,review,10016741640_10011896689
DICKERSH 230 KV DICKERSH-DICKERSO 23103 : L500.DOUBS-GOOSECREEK.514,DICKERSH_230 KV_DIC-DOU2:L500.Doubs-GooseCreek.514,DICKERSH 230KV - DICKERSO 230KV (DICKERSH 230 KV DIC-DIC4) : TEMP:L500.Doubs-GooseCreek.514 & Dickerson.23103,85.0,medium,matched,553558,92.78,high,matched,4213,2022-10-10,True,85.0,medium,10000566270_10002926910
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT : L345.ERIEWEST-ASHTABULA-PERRY,BUTL APS_138 KV_BUT-KAR:L345.Ashtabula-Perry,BUTL APS-KARNSCIT KC-BT     A  138 KV : L345.ErieWest-Ashtabula-Perry + SPS.Warren,88.96,medium,matched,551520,100.0,high,matched,13729,2014-07-28,True,88.96,medium,10000566797_10001843747
CEDARGRO 230 KV CEDARGRO-JACK PS L-2238 : ACTUAL,CEDARGRO_230 KV_CED-JAC:ACTUAL,CEDARGRO 230KV - JACK PS 230KV (CEDARGRO 230 KV CED-JAC) : BASE,86.32,medium,matched,101204,91.42,high,matched,837,2025-12-13,True,86.32,medium,10000565004_10000680485
YORKANA B43 CB  230 KV : 500/230.CONASTONE.500-4,YORKANA_230 KV_BANK 1:500/230.Conastone.500-4,BRUNNERI 230KV - YORKANA 230KV (BRUNNERI 230 KV BRU-YOR) : 500/230.Conastone.500-4,87.62,medium,matched,553873,87.0,medium,matched,2624,2024-07-09,True,87.0,medium,10017908844_10002236485
LINCOLN 115 KV LINCOLN-STRABAN 998 : L500.BRIGHTON-CONASTONE.5011,LINCOLN_115 KV_LIN-STR:L500.Brighton-Conastone,LINCOLN 115KV - STRABAN 115KV (LINCOLN 115 KV LIN-STR) : L500.Brighton-Conastone,86.46,medium,matched,510232,94.58,high,matched,6712,2019-05-31,True,86.46,medium,10000565952_10016032646
CARL PN-GARDNERS 1049 B 115 KV : 230/115.LEWISTOWN.T3,GARDNERS_115 KV_GAR-TEX:230/115.Lewistown.T3,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR) : 230/115/46.Lewistown.T2&T3,86.32,medium,matched,534906,91.42,high,matched,7849,2018-04-10,True,86.32,medium,10002864514_10015880680
MEHOOPAN115 KV  MEH-NME2 : NORTH MESHOPPEN - MEHOOPANY1 115 KV LINE,MEHOOPAN_115 KV_MEH-NME2:North Meshoppen - Mehoopany1 115 kV line,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2) : North Meshoppen - Mehoopany1 115 kV line,100.0,high,matched,531478,100.0,high,matched,2227,2024-12-06,True,100.0,high,10002871585_10002552258
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT : L138.KISKIVALLEY-BRACKENRIDGE-SHAFFERSCORNER,ALLDAM6_138 KV_ALL-KIT:L138.KiskiValley-AlleghenyLudlum2-ShaffersCorner,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT) : L138.KiskiValley-BrackenRidge-ShaffersCorner,79.49,low,matched,532160,92.5,high,matched,650,2026-02-03,False,79.49,low,10000566694_10003949053
GRACETON 230 KV GRACETON-SAFEHARB 2303 : L500.HUNTERSTOWN-CONASTONE.5013,GRACETON_230 KV_230-1:L500.Brighton-Conastone,GRACETON-SAFEHARB 2303      A  230 KV : L500.Hunterstown-Conastone.5013+Cap,87.42,medium,matched,521189,100.0,high,matched,14484,2014-03-15,True,87.42,medium,10000565711_10002561209
RAMAPO  138 KV  RAM-SMA : ACTUAL,RAMAPO_138 KV_RAM-SMA:ACTUAL,RAMAPO 138KV - SMAWA 138KV (RAMAPO 138 KV RAM-SMA) : BASE,100.0,high,matched,520404,100.0,high,matched,2466,2024-09-06,True,100.0,high,10015848492_10000680485
CAYUGA-HILSDALEN 230 KV L/O DRESSER-SUGARCREEK 345 KV : DRESSER-SUGARCREEK 345 KV,DRESSER_345 KV_DRE-MIR:Nucor-Cayuga 345 kV,SugarCreek-Dresser 345kV l/o Cayuga-BK10 345-230kV : Cayuga 345/230 xfmr 10,69.65,review,review,551417,76.07,low,matched,4791,2022-01-06,True,69.65,review,10016743794_10016076835
VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV : BUNSONVILLE-SIDNEY 345 KV,TILTN EC_138 KV_TIL-VERM:Bunsonville-Sidney 345 kV,Bunsonville 345/138 l/lo Sidney-Bunsonville 345 : Bunsonville-Sidney 345 kV,71.89,low,matched,533229,100.0,high,matched,9510,2017-04-08,True,71.89,low,10016743702_10003797525
18 WILL 138 KV 18 WILL -1808 1808 1 : ACTUAL,18 WILL_138 KV_1808 1:ACTUAL,1808 138KV - 18 WILL 138KV (18 WILL 138 KV 1808 1) : BASE,100.0,high,matched,520059,100.0,high,matched,1591,2025-07-02,True,100.0,high,10000567678_10000680485
WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN : CLINTON-OREANA-GOOSECRK 345 KV,CLINTON_230 KV_CLI-SAE:L230.Montour-Saegers.1,WEEDMAN3 138KV - MAHOMET 138KV (WEEDMAN3 138 KV 1592   4) : Clinton-Oreana-GooseCrk 345 kV,43.49,review,unmatched,534188,78.33,low,matched,3603,2023-06-08,True,43.49,review,10017039917_10002236348
GRANT 138 KV GRANT-GREENTO2 : ACTUAL,GRANT_138 KV_GRA-GRE1:ACTUAL,GREENTO2 138KV - GRANT 138KV (GRANT 138 KV GRA-GRE1) : BASE,84.52,medium,matched,512762,100.0,high,matched,4252,2022-09-14,True,84.52,medium,10000568994_10000680485
KAMMER2 138 KV KAMMER-NATRIUM : ACTUAL,KAMMER2_138 KV_KAM-NAT:ACTUAL,KAMMER2 138KV - NATRIUM2 138KV (KAMMER2 138 KV KAM-NAT) : BASE,91.08,high,matched,512120,91.33,high,matched,23,2026-04-28,False,91.08,high,10000579135_10000680485
HIGHLAOE138 KV  HIG-COM1 : L345.WELLSVILLE-SAMMIS,HIGHLAOE_138 KV_HIG-COM1:DBL.345/138.HoytT2+L345.Wellsville-Sammis,HIGHLAOE 138KV - COMERC 138KV (HIGHLAOE 138 KV HIG-COM1) : DBL.345/138.HoytT2+L345.Wellsville-Sammis,100.0,high,matched,553864,100.0,high,matched,2728,2024-06-03,True,100.0,high,10016883556_10016884039
HAVILAND138 KV HAV-TIM : L765.MARYSVILLE-SORENSON,HAVILAND_138 KV_HAV-TIM:L765.Marysville-Sorenson,TIMBERRD 138KV - HAVILAND 138KV (HAVILAND 138 KV HAV-TIM) : L765.Marysville-Sorenson,100.0,high,matched,533671,100.0,high,matched,2182,2024-12-18,True,100.0,high,10002398274_10002868109
1206    138 KV  1206 4 : ACTUAL,1206_138 KV_1206 4:ACTUAL,J375 138KV - 1206 138KV (1206 138 KV 1206 4) : BASE,100.0,high,matched,519782,100.0,high,matched,1446,2025-08-09,True,100.0,high,10002884156_10000680485
BAGLEY  230 KV  BAG-GRAC : L230.GRACETON-BAGLEY-RAPHAELROAD.2305,BAGLEY_230 KV_BAG-GRAC:L230.Graceton-Bagley-RaphaelRoad.2305,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC) : L230.Graceton-Bagley-RaphaelRoad.2305,100.0,high,matched,533274,100.0,high,matched,5391,2021-01-18,True,100.0,high,10004181793_10004188126
981 CRES138 KV 7413 : L138.MAZON-CRESCENTRDG-OGLESBY.7713 (OGLESBY TAP),981 CRES_138 KV_7413:ACTUAL,981 CRES 138KV - 74 KEWAN 138KV (981 CRES 138 KV 7413) : L138.Mazon-CrescentRdg-Oglesby.7713 (Oglesby Tap),68.26,review,review,519608,100.0,high,matched,3126,2023-12-07,True,68.26,review,10002551034_10002420205
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835 : 230/138.EDGEMOOR.AT20,DARLEYRD_69 KV_DAR-SIL:230/138.Edgemoor.AT20,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) : 230/138.Edgemoor.AT20,85.56,medium,matched,533380,93.37,high,matched,277,2026-04-10,False,85.56,medium,10000566521_10002425861
OTTCRKPL230 KV  OTT-YOR : L500.CONASTONE-PEACHBOTTOM.5012,OTTCRKPL_230 KV_OTT-YOR:L500.Conastone-PeachBottom.5012,YORKANA 230KV - OTTCRKPL 230KV (OTTCRKPL 230 KV OTT-YOR) : L500.Conastone-PeachBottom.5012,100.0,high,matched,550732,100.0,high,matched,1376,2025-08-22,True,100.0,high,10016433477_10002493264
CONASTON 230 KV CON-GRAC : L230.CONASTONE-GRACETON.2323,CONASTON_230 KV_CON-GRAC:L230.Conastone-Graceton.2323,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CON-GRAC) : L230.Conastone-Graceton.2323,100.0,high,matched,534176,100.0,high,matched,926,2025-11-20,True,100.0,high,10002498398_10002848176
DEQUINE 345 KV  DEQ-FOWJ : ACTUAL,DEQUINE_345 KV_DEQ-FOWJ:ACTUAL,FOWLERJC 345KV - DEQUINE 345KV (DEQUINE 345 KV DEQ-FOWJ) : BASE,100.0,high,matched,519893,100.0,high,matched,462,2026-03-11,False,100.0,high,10002905472_10000680485
LINE 230 KV CEDARGRO-ROSELAND CED-ROSY : L230.ROSELAND-WILLIAM.S-2297,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,ROSELAND 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-ROSY) : L230.Roseland-William.S-2297,85.18,medium,matched,531195,94.09,high,matched,637,2026-02-07,False,85.18,medium,10001837101_10002486139
PIPECREE138 KV  MUL-PIP1 : L765.DUMONT-SORENSON,PIPECREE_138 KV_PIP-STR:L765.Dumont-Sorenson,PIPECREE-MULFBTAP MUL-PIP1  B  138 KV : L765.Dumont-Sorenson,87.55,medium,matched,552267,100.0,high,matched,3951,2022-12-25,True,87.55,medium,10015744463_10004262298
N COULTERVIL 138/230 KV L/O PRAIRIE STATE - W MT.VERNON 3 : L345.PRAIRIESTATE-MOUNTVERNON,7 STATE      138-7 STATE      138,N Coultervil 138/230 kV l/o Prairie State - W Mt.Vernon 3 : L345.PrairieState-MountVernon,64.86,review,review,1000034,100.0,high,matched,5115,2021-05-31,True,64.86,review,10016737124_10016470624
MERIDIAN-TWINBRAN           B  345 KV : L765.DUMONT-SORENSON,TWINBRAN_345 KV_T-6:L765.Dumont-Sorenson,TWINBRAN 345KV - MERIDIAN 345KV (MERIDIAN 345 KV MER-TWI1) : L765.Dumont-Sorenson,92.35,high,matched,551250,97.4,high,matched,990,2025-11-09,True,92.35,high,10016821416_10004262298
MILLWDPL230 KV  MIL-SAK : L500.CONASTONE-PEACHBOTTOM.5012,MILLWDPL_230 KV_MIL-SAK:L500.Conastone-PeachBottom.5012,SAKRON 230KV - MILLWDPL 230KV (MILLWDPL 230 KV MIL-SAK) : L500.Conastone-PeachBottom.5012,100.0,high,matched,551716,100.0,high,matched,1121,2025-10-13,True,100.0,high,10016048685_10002493264
COLORA 230 KV COLORA-CONOWING 220-88 : L230.CONOWINGO-NOTTINGHAM-220-03,COLORA_230 KV_COL-CON2:L230.Conowingo-Nottingham-220-03,CONOWING 230KV - COLORA 230KV (COLORA 230 KV COL-CON2) : L230.Conowingo-Nottingham-220-03,83.29,medium,matched,533102,91.08,high,matched,336,2026-03-31,False,83.29,medium,10000566511_10002503851
WMOULTON 69 KV WMOULTON-09ST_MRY : ACTUAL,WMOULTON_69 KV_WMO-09S1:ACTUAL,WMOULTON 69KV - 09ST_MRY 69KV (WMOULTON 69 KV WMO-09S1) : BASE,91.52,high,matched,512973,100.0,high,matched,1192,2025-10-01,True,91.52,high,10000569684_10000680485
LAFAYETTE 138/230 KV TR1 L/O LAFAYETTE 138/230 TR4 : LAFAYETTE 138/230 KV TR4,NEWTONFA_138 KV_TR1:Newton TR2 345/138,Bush-Lafayette 138 kV l/o Westwood-LafayetteCat 138 kV : Westwood-LafayetteCat 138 kV,63.16,review,review,533988,74.23,low,matched,16558,2012-12-01,True,63.16,review,10016835064_10016839366
MONROE-LALLENDORF 345 KV L/O LULU 345 KV SUB : L345.LULU TAP(MOROCCO-LULU-MILAN-MONROE),LULU_345 KV_LUL-MON:Monroe-Lallendorf 345 kV,Monroe-Bayshore 345 kV l/o Lulu 345 kV Sub : L345.Lulu Tap (AllenJunction-Lulu-Milan-Monroe),68.18,review,review,553960,85.74,medium,matched,11337,2016-01-20,True,68.18,review,10016743700_10003949636
AP SOUTH REACTIVE TRANSFER INTERFACE : ACTUAL,NY TRANSFER INTERFACE,TRANSFER INTERFACE: ATSI : BASE,95.0,high,matched,13,92.07,high,matched,15385,2013-09-12,True,92.07,high,10002233506_10000680485
